"Define FFMPEG path in 'Path to FFMPEG' field.";"Define FFMPEG path in 'Path to FFMPEG' field."
"Click on the 'Save Changes' button to save the new changes in the settings.";"Click on the 'Save Changes' button to save the new changes in the settings."
"You can check the version of FFMPEG that you have installed along with the supported video formats in the 'Global Settings' > 'Video Utilities' section available in the admin panel of this plugin.";"You can check the version of FFMPEG that you have installed along with the supported video formats in the 'Global Settings' > 'Video Utilities' section available in the admin panel of this plugin."
"Do I need to upload videos in any specific format or it supports all formats?";"Do I need to upload videos in any specific format or it supports all formats?"
"No, FFMPEG converts all the video formats dynamically for your website. So, you do not need to bother about video formats and resizing.";"No, FFMPEG converts all the video formats dynamically for your website. So, you do not need to bother about video formats and resizing."
"The CSS of this plugin is not coming on my site. What should I do ?";"The CSS of this plugin is not coming on my site. What should I do ?"
"Please enable the 'Development Mode' system mode for your site from the Admin homepage and then check the page which was not coming fine. It should now seem fine. Now you can again change the system mode to 'Production Mode.";"Please enable the 'Development Mode' system mode for your site from the Admin homepage and then check the page which was not coming fine. It should now seem fine. Now you can again change the system mode to 'Production Mode."















# mail templates

# notify_status
"_EMAIL_NOTIFY_SITECOURSE_COURSE_STATUS_SUBJECT";"You have received a notification of your Course status."
"_EMAIL_NOTIFY_SITECOURSE_COURSE_STATUS_BODY";"[header]
Your Course [title] is [status] by Admin.

To view your Course, please click the following link:
http://[host][object_link]

[footer]"
"_EMAIL_NOTIFY_SITECOURSE_COURSE_STATUS_DESCRIPTION";"This is the email that gets sent when admin changes the status of Course."
"_EMAIL_NOTIFY_SITECOURSE_COURSE_STATUS_TITLE";"When a course is approved or disapproved by the admin."


# notify_newest
"_EMAIL_NOTIFY_SITECOURSE_COURSE_NEWEST_SUBJECT";"Your course has been marked as one of the Newest Course."
"_EMAIL_NOTIFY_SITECOURSE_COURSE_NEWEST_BODY";"[header]
Your Course [title] is marked as Newest.

To view your Course, please click the following link:

http://[host][object_link]

[footer]
"
"_EMAIL_NOTIFY_SITECOURSE_COURSE_NEWEST_DESCRIPTION";"This is the email that gets sent when your course is marked as one of the newest course."
"_EMAIL_NOTIFY_SITECOURSE_COURSE_NEWEST_TITLE";"When your course is marked as newest. (Using threshold values.)"



# notify_bestseller
"_EMAIL_NOTIFY_SITECOURSE_COURSE_BESTSELLER_SUBJECT";"You have received a notification."
"_EMAIL_NOTIFY_SITECOURSE_COURSE_BESTSELLER_BODY";"[header]
Your Course [title] is marked as BESTSELLER.

To view your Course, please click the following link:

http://[host][object_link]

[footer]
"
"_EMAIL_NOTIFY_SITECOURSE_COURSE_BESTSELLER_DESCRIPTION";"This is the email that gets sent when your course is marked as one of the bestseller course."
"_EMAIL_NOTIFY_SITECOURSE_COURSE_BESTSELLER_TITLE";"When your course is marked as bestseller."


# notify_toprated

"_EMAIL_NOTIFY_SITECOURSE_COURSE_TOPRATED_SUBJECT";"Your course has been marked as a top-rated course."
"_EMAIL_NOTIFY_SITECOURSE_COURSE_TOPRATED_BODY";"
[header]

Your Course [title] is marked as a Top-Rated Course.

To view your Course, please click the following link:

http://[host][object_link]

[footer]

"
"_EMAIL_NOTIFY_SITECOURSE_COURSE_TOPRATED_DESCRIPTION";"This is the email that gets sent when your course is marked as top rated."
"_EMAIL_NOTIFY_SITECOURSE_COURSE_TOPRATED_TITLE";"When your course is marked as top rated.(Using threshold values.)"


# notify_course_review

"_EMAIL_NOTIFY_SITECOURSE_COURSE_REVIEW_SUBJECT";"Someone has posted a review on your course."
"_EMAIL_NOTIFY_SITECOURSE_COURSE_REVIEW_BODY";"
[header]

[user_name] has written a review on ‘[course_title]’:

[review_title]
[review_description]

To view this review, click on the link below, or copy-paste it in your browser:
[review_link]

[footer]
"
"_EMAIL_NOTIFY_SITECOURSE_COURSE_REVIEW_DESCRIPTION";"This is the email that goes to a user when any visitor writes a review for course."
"_EMAIL_NOTIFY_SITECOURSE_COURSE_REVIEW_TITLE";"When someone reviews your course."


# notify_course_purchase

"_EMAIL_NOTIFY_SITECOURSE_COURSE_PURCHASE_SUBJECT";"Your course has been purchased by [user_name]."
"_EMAIL_NOTIFY_SITECOURSE_COURSE_PURCHASE_BODY";"
[header]

Your Course [title] is purchased by [user_name].

To view your Course, please click the following link:

http://[host][object_link]

[footer]
"
"_EMAIL_NOTIFY_SITECOURSE_COURSE_PURCHASE_DESCRIPTION";"This is the email that gets sent when your course is purchased by user."
"_EMAIL_NOTIFY_SITECOURSE_COURSE_PURCHASE_TITLE";"When someone purchases your course."


# notify_course_certificate

"_EMAIL_NOTIFY_SITECOURSE_COURSE_CERTIFICATE_SUBJECT";"Your certificate for course [title] has been issued."
"_EMAIL_NOTIFY_SITECOURSE_COURSE_CERTIFICATE_BODY";"
[header]

Your certificate for course [title] has been issued.

To view your Course, please click the following link:

http://[host][object_link]

[footer]
"
"_EMAIL_NOTIFY_SITECOURSE_COURSE_CERTIFICATE_DESCRIPTION";"This is the email that gets sent when your certificate is issued."
"_EMAIL_NOTIFY_SITECOURSE_COURSE_CERTIFICATE_TITLE";"When your certificate is issued."


"Mange Announcements";"Mange Announcements"
"Below,you can manage the announcements for your course. Announcements are shown on the course profile.";"Post Announcements below for your courses. Announcements will appear on the course profile."
"Post New Announcement";"Post New Announcement"
"No Announcements have been posted for this course yet.";"No Announcements have been posted for this course yet."

#notifications
"_ACTIVITY_ACTIONTYPE_COURSE_NEW";"When the New Course is Published."
"_ACTIVITY_ACTIONTYPE_SHARE_CONTENT";"When someone shares the courses."
"ACTIVITY_TYPE_SITECOURSE_APPROVAL";"When a course is approved by the admin."
"ACTIVITY_TYPE_SITECOURSE_BESTSELLER";"When a course is marked as a bestseller. (Using threshold values.)"
"ACTIVITY_TYPE_SITECOURSE_CERTIFICATE";"When your certificate is issued."
"ACTIVITY_TYPE_SITECOURSE_DISAPPROVAL";"When a course is disapproved by the admin."
"ACTIVITY_TYPE_SITECOURSE_ENROLLMENT_DISABLED";"When enrollments on a course is banned by admin."
"ACTIVITY_TYPE_SITECOURSE_ENROLLMENT_ENABLED";"When enrollments on a course is enabled by admin."
"ACTIVITY_TYPE_SITECOURSE_FAVOURITE";"When someone adds your code to favorites."
"ACTIVITY_TYPE_SITECOURSE_PURCHASE";"When someone purchases your course."
"ACTIVITY_TYPE_SITECOURSE_REPORT";"When someone has reported your course."
"ACTIVITY_TYPE_SITECOURSE_REVIEW";"When someone posts reviews of your course."
"ACTIVITY_TYPE_SITECOURSE_REVIEWLIKE";"When someone likes your review."
"ACTIVITY_TYPE_SITECOURSE_REVIEW_APPROVAL";"When your review is approved."
"ACTIVITY_TYPE_SITECOURSE_REVIEW_DISAPPROVAL";"When your review is disapproved."






